ip_address,abuseipdb_confidence_score,abuseipdb_total_reports,abuseipdb_num_distinct_users,ipvoid_detection_count,risk_recommended_pulsedive,virustotal_reputation,virustotal_malicious,virustotal_suspicious,virustotal_undetected,virustotal_harmless
186.103.169.12,100,6047,914,12,high,-4,12,3,28,51
146.88.241.204,100,186,47,2,low,0,4,4,28,58
128199168119,100,6019,943,10,low,-4,10,3,27,54
185.200.240.65,100,368,93,8,none,-1,9,3,30,52
171244142236,100,4350,882,12,medium,-4,13,3,27,51
103.98.176.212,100,2363,676,4,medium,-2,11,5,26,52
111.53.52.116,100,1006,185,16,low,-5,11,4,28,51
119.92.70.82,100,4403,874,12,none,-4,13,2,27,52
71.6.135.131,100,9958,374,18,low,-25,17,1,28,48
42.93.167.134,100,224,125,3,low,-1,6,4,28,56
143198209104,100,156,116,5,low,-1,10,3,28,53
85208253195,100,952,403,10,low,-4,9,3,28,54
216.55.146.48,100,105,48,2,low,0,2,4,29,59
79.124.56.254,100,8344,138,7,low,-3,10,3,28,53
83.222.191.42,100,23076,108,8,medium,0,10,1,27,56
161.35.104.95,100,2318,638,6,low,-2,11,4,27,52
2.57.122.188,100,4116,134,12,medium,-1,9,2,28,55
221.120.38.216,100,300,153,4,low,-2,12,3,27,52
176.221.29.123,100,7675,243,8,medium,-2,8,5,28,53
20.238.87.10,100,1997,648,5,low,-2,9,2,26,57
27254149199,100,6315,918,10,medium,-17,13,3,28,50
143110237160,100,7327,952,12,low,-5,15,3,28,48
121122119175,100,4248,860,10,medium,-5,11,4,26,53
183.56.205.82,100,896,413,10,medium,-2,11,4,26,53
106.3.140.28,100,617,111,15,low,-3,9,4,28,53
61.32.160.39,87,33,20,3,low,0,5,3,29,57
77.161.16.10,100,2632,740,3,low,-3,15,4,26,49
74.82.47.23,100,2189,83,10,none,0,10,4,28,52
144.34.212.238,100,4371,864,6,low,-6,11,3,29,51
79.110.62.178,100,5844,48,9,medium,0,11,2,27,54
14.103.29.126,100,999,438,9,low,-2,11,4,26,53
103.35.65.232,100,125,52,7,high,0,8,3,28,55
45.117.32.230,100,5557,900,11,medium,-5,8,4,28,54
45.249.111.40,100,4004,810,7,high,-4,13,3,26,52
120.39.211.213,100,2621,745,11,medium,-5,12,3,28,51
20.244.86.82,100,2665,723,12,low,-2,8,5,27,54
112133228250,100,6484,929,10,high,-5,16,2,28,48
189.115.93.183,100,415,129,14,none,-1,10,3,28,53
107.174.34.23,100,1873,639,11,low,-2,10,3,27,54
137.184.23.239,100,2109,671,10,low,-3,8,4,27,55
194169175106,100,8845,683,16,medium,-4,15,2,26,51
40.78.88.149,100,761,110,8,none,-2,5,2,29,58
177.52.160.30,100,302,79,4,none,0,6,3,29,56
8.130.126.15,100,385,56,6,low,0,5,5,27,57
165.22.197.179,100,7504,970,9,low,-6,11,3,27,53
147.78.47.243,94,314,48,4,low,-1,6,3,29,56
97.74.81.123,100,437,81,6,none,0,8,3,29,54
4.186.56.155,100,4204,853,10,low,-2,6,3,27,58
181.28.101.14,100,4404,890,10,none,-17,11,3,28,52
51.68.224.126,100,5113,871,11,none,-5,15,3,27,49
93120240202,100,9864,953,10,none,-5,12,4,27,51
46.33.138.236,100,106,52,10,high,0,10,3,27,54
144.24.124.167,100,5353,950,11,low,-5,8,3,26,57
120.48.27.190,100,2628,736,11,low,-4,12,4,27,51
186.96.145.241,100,28915,300,11,none,-3,16,3,27,48
186.96.145.241,100,29149,297,11,none,-3,16,3,27,48
79.110.62.149,100,22844,139,9,medium,-5,12,1,28,53
182.93.50.90,100,14665,977,14,low,-4,15,2,27,50
191254219176,100,872,383,5,low,-2,10,4,26,54
175.107.32.186,100,3682,842,11,medium,-4,12,3,27,52
165154226249,100,103,54,5,medium,-1,8,3,28,55
27.124.82.5,100,701,60,8,medium,0,5,3,31,55
103.94.111.254,100,5380,894,11,low,-4,15,3,27,49
39174252131,100,294,108,11,low,0,9,2,28,55
94.159.107.42,100,1443,570,10,medium,-2,14,3,26,51
51158120121,100,7527,979,11,none,-6,15,3,28,48
189.7.17.61,100,9298,929,14,none,-5,13,2,27,52
14.225.19.18,100,3567,859,11,none,-5,14,3,27,50
182.57.16.58,100,1561,589,8,none,-3,13,3,27,51
165154206223,100,1372,128,10,medium,-1,11,2,29,52
183.17.230.172,100,571,315,3,low,-1,12,5,26,51
92.99.193.173,100,277,162,4,medium,-1,7,4,28,55
159.89.51.167,100,1025,449,4,low,-1,10,4,25,55
161.35.50.73,100,738,397,7,low,-2,11,4,25,54
13.64.192.170,100,905,163,9,none,-54,5,3,28,58
223.197.145.33,100,499,157,15,none,-4,11,4,27,52
117.33.154.164,100,1086,469,12,medium,-3,12,3,26,53
122226186251,100,3324,782,12,low,-5,13,3,26,52
209.97.131.43,100,67,39,3,low,0,6,3,29,56
198.20.249.189,100,6905,959,14,none,-5,14,4,27,49
110.185.101.94,100,1321,484,3,medium,-2,9,5,26,54
194.38.23.18,100,591,131,12,medium,0,11,3,27,53
103.97.132.7,100,6996,263,9,medium,-2,13,3,27,51
118.182.97.35,100,4772,870,10,medium,-4,15,3,27,49
142.44.247.114,100,6251,949,12,none,-5,13,3,27,51
79.110.62.166,100,16268,133,8,medium,-3,12,2,27,53
120.48.100.91,100,2863,780,11,low,-3,6,3,29,56
149.54.22.132,100,4742,953,10,medium,-4,7,3,28,56
203.171.21.192,100,5362,230,9,low,-2,11,3,27,53
52148197119,100,3361,195,9,low,-2,4,3,28,59
121.204.146.67,100,940,442,3,medium,-2,11,4,26,53
116.118.48.183,100,6063,947,13,medium,-5,12,3,27,52
52.228.153.93,100,917,153,8,none,-2,5,2,29,58
36.50.135.251,100,4952,930,13,medium,-5,14,3,26,51
154.221.28.214,100,6152,945,11,medium,-4,12,4,27,51
204.44.73.65,100,478,104,6,low,0,8,2,29,55
94.246.52.218,100,307,115,11,low,-1,9,3,29,53
185.147.125.89,100,5388,261,9,medium,-1,11,4,26,53
218.92.0.197,100,4292,53,6,low,0,13,2,26,53
220.117.91.67,100,1008,176,17,low,-5,10,4,28,52
8.134.239.76,100,947,89,11,low,-1,9,3,28,54
102.53.15.56,100,234,88,11,medium,-3,10,3,27,54
116.1.149.196,100,2529,734,11,low,-17,13,4,27,50
148.216.17.27,100,2155,692,11,medium,-3,14,4,26,50
189.4.10.114,100,5546,906,13,none,-5,10,3,29,52
37.156.144.83,100,561,110,7,critical,-1,9,3,29,53
5.180.184.62,100,2524,716,12,medium,-3,10,4,26,54
199.45.155.65,100,1411,225,13,low,0,8,3,28,55
52.249.38.41,100,790,109,9,low,0,5,2,30,57
212.22.140.130,100,447,239,3,high,-1,9,4,27,54
95.165.12.184,100,1773,593,9,medium,-1,12,5,26,51
156.236.74.13,100,6481,939,12,medium,-4,11,4,27,52
66240236116,100,5837,318,16,low,-59,11,1,28,54
66240236116,100,5782,317,16,low,-59,11,1,28,54
118.193.43.52,100,3411,784,7,low,-3,11,3,28,52
220.178.8.154,100,4209,805,15,low,-5,14,3,28,49
102216212122,100,518,74,9,medium,0,7,3,29,55
206189158164,100,966,450,12,low,-3,12,5,25,52
175.155.13.140,100,2523,704,10,low,-4,8,4,28,54
170.64.154.53,100,2082,126,9,low,-1,10,4,26,54
68.178.200.48,100,5734,883,12,none,-6,12,4,28,50
31.24.156.47,100,5454,961,10,medium,-4,14,5,26,49
47.243.4.163,100,543,63,6,low,0,7,3,29,55
120.48.151.17,100,2480,746,12,low,-2,11,5,27,51
172191239155,100,1519,557,5,low,-3,8,4,27,55
167.71.181.204,100,1115,457,5,low,-2,11,3,27,53
64.62.197.28,100,2825,159,10,none,0,9,2,29,54
103.65.202.42,100,1099,356,4,medium,-2,9,2,28,55
36108172220,100,2842,772,13,medium,-3,11,4,27,52
218.92.0.151,100,6846,51,6,low,0,13,2,26,53
103.68.120.14,100,271,144,3,medium,-1,9,3,28,54
199.45.154.152,100,1418,287,13,low,-2,14,2,27,51
85208253140,100,1009,433,5,medium,-4,15,3,26,50
45.156.129.56,100,2748,181,14,low,-1,11,4,27,52
164.92.164.178,100,1094,105,10,low,0,11,3,26,54
193.70.85.215,100,6437,961,11,none,-5,15,3,27,49
128199129133,100,1266,490,6,high,-3,11,3,25,55
157.66.26.170,100,502,51,7,medium,-1,5,3,28,58
27.72.31.67,100,2512,725,12,low,-5,12,3,26,53
103.31.38.102,100,1887,599,9,medium,-2,13,4,26,51
101.126.139.0,100,1509,557,4,medium,-2,10,3,27,54
193.163.125.85,100,4369,85,6,low,0,10,1,29,54
104.248.255.90,100,1703,637,6,low,-3,9,3,25,57
203.106.164.74,100,4751,865,10,none,-15,14,3,28,49
57.152.78.225,100,806,103,9,none,-1,4,1,29,60
172.202.252.77,100,730,115,9,none,0,5,3,28,58
116197232122,100,984,177,13,medium,-1,12,3,27,52
206.168.34.153,100,8179,82,9,low,0,10,3,26,55
200.24.135.130,100,5758,972,8,low,-4,10,4,27,53
118.193.59.15,100,1839,127,11,low,-1,11,4,27,52
148.72.246.251,100,4367,855,12,none,-4,13,3,28,50
51.75.124.228,100,6075,914,10,none,-5,13,3,28,50
90151171109,100,3430,69,5,low,-2,8,4,28,54
218.92.0.150,100,11348,77,6,low,0,14,3,25,52
116.196.71.152,100,293,182,3,low,-2,11,3,27,53
98223168193,100,1051,187,11,none,-3,5,4,29,56
184105139105,100,2167,100,7,none,0,6,3,30,55
59.36.134.252,100,693,353,9,low,-1,10,2,28,54
79.194.32.21,100,48,32,2,low,0,6,3,28,57
114.33.80.105,100,1367,111,10,none,0,13,3,27,51
125.124.167.89,100,2574,722,12,medium,-4,14,3,27,50
103.234.151.55,100,6289,941,11,medium,-5,15,3,28,48
118.193.40.191,100,766,146,8,low,0,11,3,28,52
140.246.66.109,100,297,189,7,medium,0,9,3,27,55
58.84.62.167,100,64,45,4,medium,0,7,3,28,56
171.244.40.118,100,360,229,7,medium,-2,11,3,27,53
46.59.52.247,100,999,209,6,medium,-2,12,3,27,52
177.75.6.242,100,3008,782,10,medium,-5,16,3,27,48
187.45.100.0,100,6542,914,12,medium,-5,11,4,28,51
112.64.161.58,100,1205,397,14,medium,-2,13,4,27,50
113.125.40.169,100,1597,559,8,medium,-1,12,3,26,53
5.16.21.118,100,926,163,14,low,-1,10,5,27,52
201.159.23.16,100,385,185,3,medium,-1,10,3,27,54
179.43.189.138,100,1525,388,6,medium,0,6,5,27,56
112.169.197.98,100,281,173,6,low,-2,6,4,29,55
78153140177,100,3722,404,13,low,-7,16,1,28,49
45.200.149.61,100,590,77,7,medium,0,9,2,28,55
103.146.52.88,100,6424,965,7,medium,-6,8,3,28,55
20225126147,100,6807,948,11,low,-5,7,3,27,57
159.223.80.172,100,187,70,3,low,0,4,3,29,58
219.129.96.2,100,619,151,17,none,-2,9,4,29,52
81.173.62.222,100,79,67,2,medium,0,5,2,30,57
118.123.105.93,100,9695,234,7,medium,-3,14,2,28,50
154212141253,100,14711,153,11,medium,-3,10,4,28,52
13.70.39.68,100,5893,942,12,low,-5,5,3,28,58
31.173.25.73,100,632,128,11,critical,-1,13,2,28,51
206.168.34.144,100,8020,77,9,low,0,8,3,27,56
140246255103,100,799,382,4,medium,-2,12,4,26,52
185.198.69.210,100,2203,141,4,medium,0,13,3,25,53
111.70.19.149,100,503,149,13,low,-3,14,3,27,50
64.62.197.130,100,2818,172,11,none,-1,11,1,29,53
218.92.0.165,100,4281,90,8,low,-17,17,2,25,50
47.237.116.0,100,2049,86,8,low,0,9,2,28,55
14.128.49.66,100,2023,648,10,medium,-3,16,3,26,49
81.144.146.82,100,2486,713,10,low,-3,9,5,28,52
113.219.177.95,100,1232,196,17,medium,-5,18,5,25,46
203.145.34.132,100,5263,982,8,low,-5,13,3,26,52
106246229147,100,4320,792,11,low,-4,10,4,27,53
205.185.125.57,100,6533,99,5,low,-2,5,3,29,57
122.224.179.58,100,734,148,20,low,-4,14,3,27,50
176124205151,100,2552,818,12,medium,-2,12,3,25,54
183.56.216.153,100,4188,843,12,medium,-4,14,4,27,49
96.3.90.249,100,388,135,16,medium,-1,11,3,27,53
119188171173,100,2776,735,11,low,-3,14,2,28,50
142.93.222.12,100,4501,893,10,high,-4,12,4,25,53
165154182174,100,1434,145,9,low,-1,10,3,29,52
185.224.128.17,100,23361,205,12,medium,-4,13,1,29,51
123.125.127.37,100,735,159,7,low,-3,5,3,30,56
104.28.206.182,100,1870,584,10,low,-5,9,2,30,53
8.211.52.18,100,1968,84,7,low,0,6,3,28,57
192.42.116.213,100,1230,117,17,low,-2,12,3,27,52
122.143.115.18,100,1477,221,19,none,-7,8,4,29,53
13.88.4.164,100,685,100,2,none,0,6,4,28,56
188166220103,100,4201,877,10,low,-6,14,4,25,51
184105247238,100,7146,171,9,none,-1,11,1,28,54
35.209.212.91,100,719,149,6,medium,-2,8,3,29,54
92.253.93.208,100,167,61,5,medium,0,7,3,29,55
103.171.84.7,100,3035,775,11,low,-3,16,3,27,48
165.154.41.97,100,1676,134,8,low,0,8,3,30,53
23.95.246.137,100,297,101,7,low,0,9,2,29,54
134.122.46.186,100,4102,104,7,low,0,12,3,27,52
85.208.96.210,100,380,59,5,low,-2,6,3,29,56
117159174136,100,1123,204,14,low,-6,11,3,27,53
172214113225,100,713,116,6,none,0,3,3,27,61
183253125205,100,1053,186,16,low,-5,11,3,28,52
173.16.158.13,100,1230,222,5,medium,-4,12,4,26,52
202.83.162.165,100,1156,476,12,medium,-3,13,3,26,52
178178194128,100,955,164,12,high,-1,12,3,27,52
185.191.171.1,100,323,59,6,low,-3,5,5,28,56
154203197233,100,1459,175,10,medium,0,15,3,26,50
165.154.51.90,100,1698,118,9,low,-1,11,3,28,52
103.62.233.146,100,847,156,12,medium,-1,12,3,27,52
42.100.35.193,100,724,341,10,medium,-2,12,4,27,51
110227205221,100,322,110,5,low,-1,11,3,27,53
59.126.62.141,100,1413,110,7,none,0,11,4,27,52
93182161111,100,658,177,6,medium,-3,12,3,26,53
85.247.2.222,100,6926,950,10,none,-5,14,3,27,50
83254126238,100,1123,238,16,low,-3,13,3,27,51
73.95.112.29,100,1073,199,15,low,-1,8,4,27,55
72.82.230.42,100,1170,174,16,none,-3,5,5,28,56
98128254210,100,1359,196,15,low,-4,8,4,28,54
115.236.135.4,100,3343,810,11,medium,-5,11,5,27,51
5.31.30.115,100,992,188,15,medium,-1,11,4,26,53
60223239151,100,740,156,17,none,-3,6,3,29,56
187.8.120.90,100,639,189,10,none,-4,8,4,28,54
42.51.41.163,100,1302,366,7,medium,-3,12,2,29,51
101.254.166.52,100,3143,805,9,medium,-4,8,4,28,54
186.247.238.94,100,970,171,15,low,-4,8,3,28,55
77.81.142.34,100,1629,589,10,low,-3,11,3,28,52
80.76.51.88,100,177,82,6,none,-56,15,3,28,48
103.52.114.76,100,1743,600,9,medium,-4,11,4,26,53
221.228.237.90,100,571,103,7,low,-3,11,3,28,52
93.63.76.124,100,1013,453,4,low,-2,9,5,26,54
43.245.98.23,100,535,126,6,medium,0,6,3,28,57
79.124.62.54,100,127,57,4,low,0,5,3,29,57
185.242.226.45,100,8876,113,9,low,-1,11,3,29,51
178128156110,100,561,274,10,low,-2,12,3,27,52
195.178.110.67,100,24486,974,19,medium,-7,14,4,26,50
116.66.190.67,100,338,125,12,medium,0,11,2,29,52
45172153100,100,5543,916,13,medium,-5,14,3,27,50
115247159106,100,611,114,13,low,-2,6,4,28,56
31.43.202.110,100,779,154,17,medium,-4,9,4,29,52
110172156150,100,821,174,16,medium,-5,10,4,27,53
47.76.128.208,100,477,140,5,critical,-1,11,3,26,54
206.168.34.169,100,10089,138,12,low,-1,9,3,27,55
203.228.4.112,100,3802,150,4,low,0,5,4,29,56
165227203218,100,4229,802,6,low,-2,12,3,27,52
218.92.0.148,100,5140,45,4,low,-4,9,2,28,55
45.148.10.196,100,21468,464,15,low,-3,13,1,29,51
51.159.103.10,100,14708,292,15,none,-4,13,2,29,50
8.219.48.65,100,2068,85,9,low,0,6,1,28,59
206.189.120.50,100,1987,120,4,low,-2,9,4,26,55
200105183118,100,5246,911,11,low,-17,15,3,28,48
121.204.151.45,100,582,309,11,medium,-4,10,4,27,53
64227177112,100,10412,991,15,low,-4,14,2,28,50
146.59.228.24,100,5654,216,9,none,-1,10,4,27,53
36.41.172.50,100,1005,443,5,medium,-2,10,3,27,54
51.178.43.161,100,7040,956,13,none,-5,13,3,27,51
50.114.17.85,100,368,181,3,medium,-2,10,3,28,53
103.169.133.70,100,6372,969,11,medium,-5,12,3,26,53
85.239.33.208,100,414,86,5,medium,0,9,3,28,54
83222191130,100,14455,156,7,unknown,0,15,1,28,50
200105141150,100,2469,224,6,medium,0,11,4,26,53
88.214.25.64,100,2126,224,17,medium,-2,13,3,28,50
222108177110,100,1669,235,18,low,-4,14,3,26,51
199.45.154.148,100,1397,275,17,low,-1,11,2,27,54
184.168.126.97,100,745,124,10,none,-1,11,3,27,53
47.251.92.47,100,1932,80,8,low,0,9,2,29,54
103.45.244.154,100,246,170,9,medium,-3,9,3,28,54
123.58.215.102,100,1557,153,7,low,-2,11,2,28,53
71.67.81.122,100,405,132,7,critical,-2,5,3,28,58
45.245.61.114,100,4094,856,7,medium,-5,13,3,27,51
52228153104,100,965,156,9,none,-2,5,2,29,58
47.237.111.86,100,2048,89,8,low,0,6,2,30,56
184105247248,100,2708,103,9,none,-10,8,3,29,54
61.50.148.183,100,601,85,10,low,0,12,3,26,53
39.170.5.210,100,1191,210,16,low,-5,11,4,27,52
103.69.220.19,100,6416,967,13,medium,-3,11,3,29,51
189.112.0.11,100,6321,953,11,none,-4,14,4,27,49
49.160.89.167,100,29,26,3,low,0,8,2,28,56
183.76.91.252,100,53,39,5,medium,0,9,3,28,54
172169108207,100,689,120,10,none,0,5,2,29,58
79.124.62.62,100,9663,110,10,low,-2,9,4,28,53
47236228235,100,966,93,10,low,0,8,3,29,54
218.92.0.185,100,6074,132,10,low,-5,15,2,25,52
95.90.11.92,100,1399,557,6,low,-2,9,5,26,54
216.218.206.66,100,1023,260,12,none,37,12,2,26,54
1227228136,100,1110,190,16,low,-4,12,3,26,53
49.0.129.17,100,5815,937,12,medium,-5,13,4,27,50
218.92.0.137,100,15648,80,8,low,-1,11,3,26,54
85.208.96.196,100,332,58,6,low,0,5,4,29,56
64.62.197.62,100,443,133,9,none,-15,12,2,27,53
24.101.161.16,100,563,143,14,low,0,5,4,28,57
170203197212,100,64,48,3,medium,-1,7,4,28,55
59152161200,86,176,30,4,medium,-1,6,2,30,56
171.223.215.38,100,2564,734,14,low,-4,11,3,27,53
186.75.154.14,100,3686,824,5,medium,-4,13,4,27,50
92.118.39.81,100,4745,52,9,medium,0,14,3,27,50
23.162.24.32,100,312,143,3,medium,0,9,3,29,53
121178185141,100,1570,361,17,low,-4,13,3,27,51
159.65.41.24,100,1057,443,4,low,-2,12,3,26,53
159.203.85.226,100,228,89,5,low,-1,10,3,26,55
156.238.99.179,100,886,342,4,medium,-1,9,4,26,55
206.189.232.90,100,1830,641,4,low,-2,12,4,25,53
202124185146,100,3601,811,9,medium,-5,12,5,27,50
103.142.199.64,100,385,232,2,medium,-2,11,4,26,53
212.47.71.159,100,839,381,3,low,-2,10,3,27,54
154.221.28.197,100,1412,547,9,medium,-2,14,3,27,50
222.102.214.75,100,2209,387,18,low,-3,11,3,27,53
156.238.99.15,100,865,357,5,medium,-2,9,4,26,55
61169149171,100,3756,822,6,none,-5,8,3,29,54
152.52.15.210,100,3799,818,11,high,-3,12,4,27,51
64.62.197.191,100,2735,164,10,none,0,10,3,28,53
51.81.110.58,100,738,58,9,low,0,11,3,27,53
12.156.67.18,100,7452,951,14,low,-6,13,3,27,51
124.60.190.77,91,23,21,3,low,0,4,3,27,60
106.12.181.81,100,2309,685,10,low,-4,12,4,27,51
103.171.90.136,100,3939,843,7,medium,-2,6,4,28,56
47184199158,100,1051,210,7,none,-3,9,3,28,54
203.177.29.142,100,543,278,9,medium,-2,11,3,27,53
121.202.152.34,100,644,145,16,low,-4,13,3,26,52
101.91.106.59,100,2198,704,4,low,-3,11,4,28,51
34.92.146.210,100,2925,770,9,medium,-2,9,4,29,52
59.110.239.11,100,1496,102,8,low,0,5,5,28,56
101126143177,100,1208,510,9,medium,-3,8,4,27,55
89248165110,100,2902,118,7,none,-1,7,3,29,55
218.92.0.158,100,3365,76,10,low,-16,14,2,27,51
170.51.24.153,100,1741,567,5,medium,-2,11,3,27,53
212.117.77.131,100,419,85,5,low,0,10,3,28,53
157.245.42.96,100,8458,997,5,low,-5,12,4,26,52
101.91.181.114,100,495,273,5,low,-2,8,3,29,54
157.230.83.38,100,5330,757,13,none,-2,15,3,26,50
184.18.211.199,100,6086,917,12,none,-17,14,3,28,49
77.91.87.131,100,2624,749,9,medium,-2,12,3,27,52
52.160.36.171,100,714,110,10,none,0,4,3,27,60
122.116.85.235,100,1193,108,7,none,0,13,3,27,51
120.26.219.49,100,1944,217,14,low,-1,9,4,28,53
103106104187,100,2759,203,9,medium,-1,13,3,27,51
109205213198,100,2388,90,9,medium,-2,9,4,26,55
74.249.27.121,100,3221,794,6,low,-4,5,3,26,60
47.254.255.70,100,2177,88,6,low,0,6,3,29,56
45.33.73.33,85,197,61,2,low,0,7,4,26,57
152228164249,100,7099,977,11,low,-5,12,4,27,51
107.13.145.118,100,6821,999,9,low,-6,14,3,26,51
102.209.78.142,100,1557,595,12,medium,-2,11,5,26,52
185.242.226.3,100,10297,104,10,low,-2,12,3,27,52
206.168.34.136,100,8820,79,8,low,0,10,3,27,54
134.209.67.4,100,1041,458,6,low,-2,11,4,27,52
103.56.161.36,97,72,30,4,none,0,8,2,29,55
45156129121,100,981,133,8,medium,0,9,4,27,54
52.249.38.184,100,786,112,11,low,-2,5,2,27,60
208.109.214.92,100,493,79,7,none,-1,8,3,29,54
121.60.83.24,100,170,102,2,low,0,7,5,28,54
161.35.157.80,100,1012,403,3,low,-3,11,3,26,54
167.114.209.80,100,1219,492,4,low,-4,10,3,28,53
150.129.62.15,100,1258,233,15,medium,-5,11,4,27,52
103139193239,100,1744,577,11,medium,-3,11,4,26,53
103.75.183.83,100,5988,989,11,medium,-4,14,3,25,52
177.229.197.38,100,4238,887,13,low,-3,13,4,27,50
20.220.16.23,100,5816,972,11,low,-5,6,5,27,56
104248129160,100,6673,939,14,low,-5,15,3,27,49
92.118.39.115,100,3409,56,7,medium,0,10,1,28,55
65.49.1.50,100,2612,164,10,none,-2,12,3,28,51
52.228.152.95,100,720,132,11,none,0,9,3,27,55
209.38.228.147,100,7719,947,11,none,-5,14,3,27,50
218.92.0.186,100,6001,130,7,low,-1,15,2,25,52
147182217215,100,1106,479,4,low,-1,7,5,27,55
181.2.151.236,100,6831,911,11,none,-4,13,4,27,50
218.78.107.193,100,1131,471,4,low,-2,10,3,26,55
123195225182,100,793,193,12,medium,-2,12,3,27,52
92205108168,100,2781,737,11,none,-4,11,4,26,53
125124206156,100,441,260,10,medium,-1,9,5,26,54
103191178123,100,6147,934,11,medium,-4,14,3,27,50
50217255171,100,1160,195,16,high,-3,12,4,27,51
51.79.230.233,100,2309,246,8,critical,-3,11,3,29,51
192.42.116.208,100,1254,141,16,low,-5,15,3,27,49
79.174.53.33,100,191,88,3,medium,0,6,3,28,57
77.65.215.15,100,300,73,6,low,-1,11,2,28,53
120.82.197.233,100,179,75,9,low,0,7,3,29,55
222.134.32.74,100,329,137,15,low,-5,16,3,27,48
165154100252,100,709,146,7,low,0,11,3,29,51
162.144.209.56,100,256,83,4,none,-1,6,3,29,56
202.157.184.3,100,6438,930,11,medium,-5,12,3,27,52
174.174.123.32,100,1913,621,12,medium,-4,6,5,28,55
45120216232,100,6572,1006,9,medium,-5,8,3,28,55
101.126.93.113,100,1294,419,7,medium,-2,11,4,27,52
106.75.252.161,100,859,410,10,low,-2,12,3,26,53
87101135122,100,6594,940,10,high,-5,11,4,27,52
45.55.140.49,100,7281,1001,7,low,-6,7,4,28,55
101.126.21.49,100,333,176,6,medium,-1,10,4,27,53
78135107132,100,171,55,3,medium,0,5,5,28,56
183.93.198.164,100,745,166,14,low,-2,10,3,28,53
80.94.95.226,100,1501,19,6,unknown,-2,8,2,29,55
159138170104,100,1718,592,5,low,-2,10,3,27,54
8222223100,100,1118,489,4,low,-2,5,4,27,58
193.163.125.20,100,3895,68,6,low,0,10,3,31,50
46.101.82.89,100,7390,962,13,low,-5,11,4,28,51
20.25.52.46,100,931,343,8,low,-1,9,2,27,56
221.0.171.150,100,629,153,17,low,-3,9,4,28,53
89.97.218.142,100,6089,935,13,none,-19,14,3,27,50
1.180.230.98,100,1204,186,17,low,-6,9,5,28,52
92204144151,100,5374,153,5,medium,-2,12,4,27,51
52183128237,100,6428,926,12,low,-17,10,4,29,51
111.28.128.154,100,867,170,16,low,-5,10,4,28,52
20.127.55.32,100,5721,927,13,low,-6,8,4,28,54
118.193.46.73,100,2772,724,9,low,-1,13,4,26,51
154212141221,100,176,77,4,medium,-1,10,4,27,53
13.64.108.199,100,889,135,9,none,-52,8,3,27,56
159.203.44.147,100,1106,457,5,low,-3,13,3,25,53
94.23.61.165,100,749,49,10,none,-1,5,3,29,57
68.116.41.2,100,9619,1011,13,none,-5,15,4,27,48
115134251215,100,6880,1008,10,low,-5,5,5,28,56
101.168.52.168,100,475,186,13,low,0,12,4,27,51
98.40.228.65,100,1058,217,13,low,-2,6,4,29,55
100.29.192.81,100,1291,82,4,none,0,4,3,28,59
47.250.80.183,100,2126,84,7,low,0,8,3,29,54
45.202.32.35,100,792,371,7,medium,-1,10,2,27,55
64227158157,100,6307,944,10,low,-5,15,3,27,49
120.48.162.75,100,2164,703,12,low,-5,11,5,27,51
113125141141,100,761,362,8,medium,-1,11,4,26,53
87.27.158.165,100,466,110,12,low,-1,6,3,29,56
190.12.102.58,100,5395,918,10,low,-4,14,3,27,50
101.126.88.79,100,2174,709,7,medium,-4,9,4,28,53
36.138.56.92,100,2569,717,11,low,-3,13,3,27,51
14103170154,100,1374,541,9,low,-3,11,5,26,52
82156123122,100,961,145,9,low,-3,9,3,26,56
64.62.197.73,100,2735,164,10,none,0,11,3,28,52
128.199.19.165,100,1785,604,10,low,-2,14,3,25,52
13.91.41.230,100,753,111,9,none,0,8,3,29,54
117176116226,100,671,147,14,low,0,13,3,25,53
122.41.207.175,100,40,24,3,low,0,4,1,29,60
115231236150,100,403,190,9,medium,-3,13,3,27,51
46.101.23.51,100,7218,962,10,low,-17,12,3,27,52
80.233.77.125,100,893,204,16,medium,-4,13,3,27,51
167234219210,100,465,163,4,low,0,6,4,28,56
80240252168,100,1712,545,10,low,-3,9,6,26,53
218.15.222.74,100,1061,205,9,low,-4,10,4,28,52
20169232142,100,596,272,5,low,0,7,3,25,59
107150100139,100,1583,244,19,low,-6,12,4,27,51
2.57.122.196,100,2678,308,18,medium,-4,19,1,27,47
125.91.34.106,100,2674,738,11,low,-4,11,4,28,51
193163125121,100,3879,86,5,low,0,14,2,28,50
5180181217,100,8182,166,12,medium,-3,13,2,27,52
71.6.232.20,100,4403,274,7,medium,-4,11,1,29,53
163.172.41.120,100,1810,645,10,low,-3,11,3,28,52
68.82.43.95,100,984,194,7,none,-2,5,5,28,56
95.188.91.101,100,4673,861,12,low,-5,11,4,28,51
93176170160,100,1581,155,3,low,-1,10,4,26,54
172245159109,100,522,261,4,none,-1,9,3,28,54
103.191.92.201,100,658,316,4,medium,-1,11,3,27,53
70.89.33.235,100,671,169,14,low,-4,8,5,28,53
159.89.176.197,100,1009,471,4,low,-3,10,4,26,54
34123134194,100,7042,971,11,none,-5,10,3,28,53
65.76.31.73,100,504,129,12,low,-2,8,4,28,54
20.244.95.134,100,2641,738,9,low,-2,9,3,27,55
176.221.28.126,100,5701,983,5,medium,-5,9,4,28,53
220.82.166.157,100,1910,364,15,low,-3,10,3,28,53
